brent($/bbl)
38,21
40,31
41,13
43,04
43,69
45,22
43,565
43,29
45,65
45,685
45,115
44,91
45,05
43,88
45,725
45,66
45,99
46,575
46,835
45,195
44,1
44,935
43,98
43,095
43,59
42,76
42,735
43,135
43,805
44,3
44,01
44,915
44,46
45,9
45,465
45,87
47,565
48,025
49,39
49,63
49,91
49,92
50,715
53,225
52,205
51,335
53,02
54,105
53,35
53,13
52,77
53,685
54,855
55,58
55,72
55,295
55,27
51,6
52,435
51,09
51,18
50,58
52,855
53,785
55,445
54,5
54,465
54,15
51,865
50,81
51,495
49,87
49,74
49,37
48,905
50,225
51,56
51,58
53,11
53,13
51,805
51,405
50,2
50,71
48,89
49,94
50,14
49,39
50,13
49,425
50,615
49,38
47,06
46,315
47,09
47,435
47,245
46,94
47,12
47,355
47,405
49,11
49,58
49,515
49,575
50,475
51,45
52,25
52,295
51,55
51,9
51,63
52,195
52
53,56
54,52
54,255
56,945
57,06
56,99
56,1
57,145
57,17
58,465
57,57
55,53
55,44
56,67
57,095
57,68
58,54
57,54
59,01
56,095
58,845
58,265
56,69
57,15
56,485
56,82
56,51
55,7
57,06
57,63
58,63
58,62
58,265
59,875
60,8
60,35
60,19
60,82
61
63,14
62,815
63,755
66,245
67,325
66,425
65,22
63,41
61,75
64,345
65,925
65,24
65,085
65,85
66,1
65,93
66,105
66,835
66,96
65,9
64,305
64,015
63,44
61,44
62,895
60,61
61,1
61,635
61,82
60,445
63,905
62,98
64,47
64,55
61,93
62,105
62,635
62,86
61,92
62,05
61,77
59,395
59,3
57,31
57,36
56,7
58
59,905
59,99
58,52
59,455
58,59
58,09
57,08
56,745
57,735
58,49
60,11
58,28
59,5
58,38
58,675
58,69
59,49
60,46
57,97
57,51
56,72
54,64
54,25
54,065
54,275
53,565
53,58
52,6
53,065
54,035
53,745
53,5
53,2
53,315
53,505
52,975
53,42
55,15
56,02
55,7
55,45
56,4
57,365
57,87
58,98
59,645
60,04
58,04
55,79
56,12
56,13
57,4
56,71
55,845
57,015
57,79
58,205
61,67
61,41
61,93
62,63
62,45
62,03
60,77
62,97
61,56
62,08
63,24
63,56
63,46
65,3
64,05
63,92
62,61
63,485
64,8
65,04
65,04
65,61
62,99
62,19
63,25
61,37
60,575
60,825
59,705
58,985
58,16
57,62
56,85
58,12
59,805
59,31
58,725
58,84
60,285
59,355
59,83
60,795
62,29
62,44
61,46
60,06
58,505
59,135
59,66
60,88
62,37
63,385
61,885
63,24
61,495
60,1
61,4
61,825
62,73
62,86
64,66
64,955
66
66,05
67,58
66,11
66,82
67,46
67
68,38
68,34
69,53
69,38
70,475
71,36
72,75
73,12
74,01
74,115
72,785
73,55
71,66
72,14
73,46
74,445
73,55
71,555
70,8
68,39
70,4
69,895
72,05
71,545
68,86
69,02
67,84
67,225
66,76
66,65
69,185
68,625
68,48
69,76
69,96
67,76
68,78
68,36
69,16
68,14
67,81
67,07
69,33
68,08
65,635
65,54
66,28
65,45
66,2
67,62
68,1
69,85
69,98
69,88
71,45
71,98
73,15
73,3
74,02
72,61
72,635
73,16
74,22
72,39
73,18
73,135
75,42
75,985
75,08
74,755
71,5
72,5
72,96
72,095
72,775
74,295
75,44
73,915
74,775
76,46
77,57
76,41
76,545
78,115
78,69
78,31
76,06
75,34
73,55
73,48
72,45
70,44
71,145
71,82
71,9
70,66
70,9
72,05
68,18
67,17
66,92
67,345
67,355
65,43
65,97
65,35
64,95
64,295
62,52
62,35
61,58
61,32
60,23
61,485
62,545
58,93
59,155
58,87
57,57
58,43
57,6
60,65
59,325
58,92
56,39
56,42
57,855
57,05
59,085
57,7
57,77
57,81
59,025
58,43
59,23
58,395
57,67
57,81
55,955
57,32
58,71
58,95
58,265
56,83
55,89
56,055
56,095
56,49
57
57,66
58,21
59,845
58,69
56,945
58
58,88
59,425
57,045
58,06
59,565
59,15
59,91
60,865
59,885
61,205
62,53
64,625
64,96
64,03
63,79
63,88
63,13
64,245
62,675
62,63
61,94
62,45
62,375
62,965
61,85
62,965
61,705
62,56
60,055
59,775
59,585
58,925
58,615
56,735
54,56
52,9
52,795
52,395
52,065
51,935
50,8
52,35
50,855
50,68
50,84
52,42
54,33
53,875
55,285
55,915
55,365
54,94
54,835
56,46
56,99
56,82
58,34
57,51
57,44
55,7
57,28
55,3
55,935
55,39
54,84
56,885
56,955
55,985
57,82
59,005
59,92
60,06
60,53
59,825
61,7
61,76
59,82
59,555
61,19
60,92
60,925
60,58
61,79
60,805
60,56
61,265
60,735
59,665
60,445
62,075
63,355
64,255
63,78
66,1
67,37
68,64
69,48
68,23
68,67
68,545
68,695
66,925
67,905
67,89
68,85
67,12
66,62
65,03
66,05
65,895
67,27
67,715
67,575
67,6
67,065
67,01
67,4
65,12
64,14
64,74
62,49
63,55
63,5
64,64
65,485
65,815
66,88
67,76
69,205
69,25
69,825
70,37
71,3
71,925
70,555
69,13
67,69
68,275
68,925
71,15
71,495
71,745
72,565
70,05
68,835
68,77
69,77
71,405
71,995
72,83
73,04
71,705
72,725
72,855
71,615
71,695
72,48
73,255
73,51
72,895
74,26
74,725
76,045
77,69
77,445
77,605
77,4
78,645
79,02
78,57
77,86
78,035
78,525
79,045
77,895
75,935
75,185
77,485
76,605
76,185
77,075
76,95
76,205
75,475
72,32
70,67
70,525
70,105
69,66
71,455
69,285
71,28
68,765
69,625
68,405
67,9
67,4
68,78
69,49
68,56
69,685
70,565
71,43
72,35
73,7
74,585
74,65
75,67
75,05
74,89
76,32
77,29
77,485
77,905
76,775
77,005
77,88
77,565
79,155
78,05
76,73
76,48
79,11
81,095
78,31
76,825
78,165
77,63
78,915
77,125
77,905
77,89
80,91
80,905
82,7
84,69
85,525
85,09
84,33
82,75
82,3
83,655
85,18
87,835
90
88,515
90,275
90,865
92,09
92,115
94,145
94,635
94,78
93,195
91,585
89,055
90,765
90,355
91,525
91,69
94,295
94,87
94,555
95,455
95,175
93,9
91,855
92,08
88,495
87,845
89,635
90,33
88,645
88,21
88,07
88,12
91,535
92,42
91,82
90,135
90,525
90,95
91,21
91,495
94,64
95,93
96,02
96,94
98,345
96,895
94,285
96,465
96,745
92,66
91,28
92,725
90,785
88,47
88,91
89,725
87,65
87,8
87,38
87,695
91,03
90,97
92,785
92,8
91,64
91,285
91,125
89,545
88,82
88,275
91,25
94,78
94,325
94,01
96,04
96,63
95,21
96,8
97,935
97,765
96,195
97,435
98,75
98,655
99,935
100,985
102,35
98,47
101,025
103,31
105,045
105,9
107,36
108,13
109,09
108,895
103,925
105,685
102,705
99,55
100,08
100,04
102,79
103,825
102,395
102,675
99,155
99,115
102,69
102,345
105,485
104,77
106,91
107,19
107,305
108,545
110,655
110,28
110,55
111,085
111,265
113,82
115,36
114,82
116,49
115,99
113,56
109,985
107,345
111,895
116,5
119,625
119,525
119,62
123
122,42
122,51
121,14
122,85
123,155
122,01
123,88
127,605
129,14
129,88
128,975
128,94
129,515
127,7
128,425
125,885
122,035
122,555
133,23
135,38
135,21
134,345
131,955
133,6
134,355
131,335
129,85
131,5
134,255
135,055
135,66
131,775
136,79
139,095
138,86
141,225
142,045
144,22
143,145
139,935
134,34
134,16
135,945
143,505
142,24
136,495
133,025
134,265
130,105
129,375
127,145
127,04
125,265
124,565
125,935
122,575
122,5
124,13
124,19
121,205
115,695
113,97
116,535
112,26
110,745
108,97
110,68
110,74
107,325
108,215
109,145
108,71
117,43
114,385
110,99
112,44
113,035
113,405
113,555
107,78
105,355
104,94
103,405
102,025
101,635
99,325
96,25
96,28
96,65
90,835
86,685
86,945
90,935
93,775
100,67
102,04
102,145
100,435
101,105
95,93
93,705
92,38
90,08
89,46
84,53
82,905
80,415
81,665
74,505
74,22
74,9
68,97
64,38
66,145
67,525
66,32
63,935
65,71
60,86
59,32
58,94
64,27
60,96
60,56
60,505
63,77
61,46
56,01
56,305
56,59
53,845
51,685
50,835
51,025
51,45
49,175
48,875
46,5
45,31
49,965
48
49,875
50,41
48,56
46,455
44,035
43,1
42,25
37,185
39,965
39,9
39,25
43,78
43,045
45,875
42,61
42,385
40,5
39,965
38,47
35,505
33,655
36,125
36,7
36,545
40,04
45,95
48,635
46,01
42,745
42,42
40,74
43,415
42,805
43,27
45,56
42,125
43,65
42,865
42,7
43,14
47,1
42,08
42,315
43,4
44,44
43,785
43,54
43,745
43,555
44,335
46,835
45,77
44,455
43,465
43,93
43,145
40,605
39,665
40,455
39,91
41,24
40,33
42,585
45,41
44,64
43,42
43,205
46,9
44,42
43,14
44,26
44,44
42,97
42,61
45,19
43,91
45,37
45,41
48,035
49,86
51,875
51,32
51,07
51,28
50,305
48,46
46,52
46,445
50,835
50,695
50,84
50,975
52,035
52,48
51,695
51,3
51,915
52,32
49,025
48,805
48,525
48,765
50,765
49,385
48,98
50,54
50,405
51,97
52,885
54,49
55,98
56,225
55,82
56,72
57,485
56,08
56,475
56,3
57,05
58,96
57,985
58,52
59,285
61,44
63,545
64,915
66,79
67,76
66
67,755
67,72
67,515
68,875
70,415
71,46
69,925
68,03
70,335
69,06
70,245
70,75
66,225
66,58
68,11
68,34
68,33
69,85
68,055
68,775
66,19
65,345
63,1
62,025
59,9
59,135
58,76
58,59
60,28
61,37
62,085
63,68
64,88
66,075
65,31
68,03
68,845
70,01
68,77
66,015
68,895
69,875
73,29
73,835
74,665
74,75
74,49
73,42
71,74
72,9
73,755
71,315
68,865
70,625
73,25
73,93
73,76
74,265
72,85
70,745
70,925
73,15
68,655
67,625
66,535
65,65
66,315
69,14
69,81
68,835
68,415
66,295
66,14
68,3
70,765
70,205
68,135
69,645
67,33
64,895
64,635
65,19
64,32
65,675
67,18
66,545
65,525
68,445
67,44
68,315
69,185
70,525
70,69
72,115
73,405
74,9
76,465
76,175
77,465
78,27
77,51
76,185
76,935
75,085
77,225
74,965
75,87
75,765
78,295
78,085
74,745
77,24
77,095
77,005
75,25
75,09
77,35
77,195
78,855
76,725
75,8
78,255
75,29
76,6
76,54
76,105
76,61
78,61
77,035
77,835
77,86
75,815
74,47
73,615
70,795
70,23
70,99
71,305
73,32
71,525
72,01
72,69
71,54
74,015
74,315
76,765
77,37
77,67
78,84
79,34
80,155
80,415
80,2
80
79,42
77,185
77,845
76,89
75,96
75,23
75,045
74,255
72,905
72,63
72,465
72,61
70,875
71,52
71,545
73,9
75,785
72,425
70,49
69,565
69,91
70,69
72,195
71,065
71,74
74,555
74,75
76,505
76,595
77,14
76,44
77,06
74,085
76,225
76,875
77,335
78,71
77,91
79,265
79,145
78,875
80,005
79,29
79,285
77,145
79,68
80,49
80,13
77,89
78,285
79,35
78,125
79,025
77,64
80,13
79,645
80,295
82,725
85,845
84,905
83,475
83,475
84,61
83,325
85,65
86,02
84,96
83,19
84,735
84,47
84,635
86,485
86,785
85,92
84,535
86,39
85,585
84,835
82,125
79,995
76,705
78,245
79,215
78,795
79,415
76,26
73,455
73,95
71,655
69,465
70,51
69,425
67,58
70,015
73,155
73,29
73,115
73,385
73,755
71,85
70,875
71,145
73,74
74,2
73,135
75,22
75,14
75,76
77,62
77,22
78,57
78,045
75,895
75,275
76,275
76,865
74,655
74,965
72,075
72,2
71,24
72,93
72,98
74,36
75,365
74,23
76,555
76,995
75,855
75,65
76,51
76,43
75,85
77,675
77,31
78,245
76,865
76,96
79,07
78,675
82,445
83,84
83,68
82,36
81,38
81,335
79,6
77,515
76,565
75,04
74,64
76,71
75,245
74,84
73,53
72,69
71,28
71,94
74,49
75,345
75,635
75,68
75
75,06
76,23
75,775
77,415
77,82
77,52
78,475
79,075
78,67
78,995
77,335
79,48
78,475
77,29
77,56
78,685
77,78
79,16
79,03
80,96
82,83
83,69
83,62
85,185
83,665
83,935
83,43
82,825
84,085
83,56
81,94
82,235
81,11
81,53
81,24
80,715
82,375
82,665
81,26
83,06
82,675
84,2
84,84
85,285
87,135
86,985
87,025
87,88
87,895
88,055
86,005
85,47
83,98
83,63
83,89
83,26
82,54
82,225
84,44
85,6
84,65
86,065
86,115
87,3
89,49
90,845
91,12
90,88
89,985
90,025
89,61
90,52
90,815
91,53
91,405
91,16
91,21
93,1
93,455
93,615
93,285
93,995
92,59
92,545
93,695
95,145
95,045
94,03
95,035
96,88
97,805
97,77
98,28
97,61
97,8
98,21
96,03
96,7
96,835
94,585
96,08
96,675
97,435
99,155
100,45
101,285
101,53
99,31
99,295
99,055
100,26
100,915
100,115
103,115
102,55
102,73
103,54
102,095
104,195
106,82
110,23
113,34
111,805
112,555
113,22
116,45
114,495
115,445
115,955
112,805
115,255
113,955
113,955
113,08
111,125
110,905
114,115
114,06
115,095
115,425
115,6
115,355
115,63
116,085
115,65
115,195
116,945
118,615
120,65
123,44
123,46
122,965
126,415
126,64
121,4
123,07
123,27
124,385
121,805
121,305
124,27
125,065
124,6
124,885
126,525
123,91
121,62
114,735
113,695
113,61
117,91
116,08
113
113,32
113,725
109,365
112,745
112,995
111,03
109,75
112,495
114,625
115,025
114,565
116,875
116,43
114,485
115,395
115,64
116,38
118,36
119,68
118,845
120,805
120,97
118,62
114,54
113,54
112,27
112,105
113,785
108,145
104,9
104,185
107,14
111,1
111,51
109,505
111,075
113,475
113,755
117,63
117,795
116,845
117,735
119,705
117,63
118,345
117,335
118,415
118,885
119,305
119,155
118,12
118,04
118,02
118,02
115,755
115,97
116,27
113,58
110,195
106,87
105,36
103,935
103,98
106,31
108,12
109,005
110,28
111,615
108,35
109,29
108,795
110,55
112,165
112,075
112,305
116,12
116,995
117,445
116,07
113,665
113,65
117,925
118,555
115,035
115,085
114,215
113,47
117,44
116,11
113,135
114,73
115,83
109,76
108,96
107,17
109,3
108,51
107,41
105,245
104,37
102,745
103,44
104,355
106,71
109,545
110,21
112,37
110,885
114,035
112,86
110,275
111,79
109,17
111,655
111,76
112,125
110,335
111,815
109,8
107,855
106,66
110,835
110,94
112,195
115,155
115,8
115,23
113,43
114,345
112,76
111,975
112,335
109,17
107,785
106,02
107,72
106,65
107,355
106,715
109,215
111,215
111,02
108,94
109,36
111,165
110,155
109,935
108,165
107,705
107,715
108,835
105,985
105,055
104,575
104,935
107,855
108,31
108,99
108,375
107,425
106,68
106,51
111,145
113,18
113,805
111,58
110,84
112,665
112,065
112,935
109,885
110,285
109,965
109,495
109,395
108,3
109,365
108,545
108,545
109,39
110,39
110,135
110,265
111,93
111,51
112,215
115,8
116,675
116,72
118,7
118,12
119,35
118,775
120,935
121,135
120,31
121,55
121,42
124,01
124,29
124,99
125,115
124,36
122,725
126,39
126,43
126,47
124,645
124,86
128,17
127,54
126,825
127,62
126,615
123,825
125,06
125,69
123,895
123,7
122,56
124,985
125,85
125,08
124,455
123,195
123,46
124,64
125,615
122,935
123,01
121,27
120,07
120,43
120,425
117,8
117,2
115,12
117,18
117,79
116,275
117,445
117,375
119,27
118,785
118,5
119,185
117,53
115,925
111,83
110,835
112,18
112,73
112,63
110,755
111,2
111,065
109,23
108,21
108,905
109,945
106,845
107,4
107,73
107,68
107,345
103,535
101,655
98,46
101,205
99,93
97,355
97,98
96,285
97,32
96,62
97,01
95,27
95,19
93,53
89,165
89,365
88,62
90,285
92,43
91,455
94,495
95,505
100,42
99,56
101,805
98,51
99,96
99,13
99,165
99,57
102,4
103,51
104,035
105,765
107,81
106,815
103,85
103,51
102,45
104,975
106,11
106,305
105,765
106,8
107,645
109,765
109,85
112,58
113,81
113,55
112,965
113,885
113,765
115,285
115,995
115,225
115,12
116,07
115,86
117,53
115,975
112,595
112,575
112,81
114,4
115,335
114,64
113,18
114,35
113,725
114,04
114,73
115,43
115,95
117,15
116,49
113,125
108,415
108,995
111,19
108,88
110,46
108,83
111,3
111,03
112,28
112,375
109,325
110,77
112,275
112,49
114,515
115,94
116,01
115,065
114,715
114,805
113,605
112,225
111,615
109,465
107,32
107,49
107,495
108,845
109,265
109,26
109,72
109,05
106,805
106,045
109,425
108,455
107,335
108,735
110,27
107,855
108,56
109,105
108,16
111,215
109,94
110,3
110,065
110,51
109,885
109,35
108,35
110,375
110,6
111,335
110,105
109,36
107,39
107,175
108,21
107,605
109,79
109,525
109,155
109,645
110,21
111,1
110,485
108,93
108,08
109,92
109,695
109,985
113,415
113,835
112,87
112,565
113,005
112,87
113,265
110,31
111,24
111,69
110,785
111,145
111,845
112,605
113
113,74
114,465
113,83
113,665
115,08
115,28
115,73
116,885
116,445
117,005
116,82
117,3
119,025
118,485
118,005
118,465
118,325
117,47
117,51
117,18
116,145
114,435
113,74
114,835
113,11
112,405
112,055
110,225
109,855
110,495
110,405
110,55
108,965
108,855
108,66
107,43
107,975
109,315
108,49
107,6
107,09
106,725
106,235
106,195
106,905
108,035
107,385
109,505
107,8
105,16
103,95
103,13
103,965
104,655
103,415
100,72
99,265
97,88
96,83
98,08
98,735
99,48
99,08
100,54
101,55
102,425
102,71
101,455
98,41
100,29
104,715
105,495
103,67
103,47
101,265
102,1
102,64
101,68
104,36
104,1
104,495
103,01
102,25
100,555
101,21
103,9
102,38
101,825
100,41
101,605
102,2
103,66
103,295
104,03
103,325
101,515
103,14
103,38
105,58
105,7
105,085
105,52
102,715
100,32
99,74
101,575
100,49
102,94
102,455
103,29
104,005
106,205
105,65
107,315
108,015
107,92
108,47
108,265
108,995
109,465
109,445
109,775
109,69
109,51
109,115
109,395
108,31
108,34
107,88
108,405
107,63
107,825
110,175
109,74
110,015
108,89
108,46
107,5
108,55
109,17
110,655
110,655
111,85
112,1
111,465
111,065
110,68
110,545
111,485
115,165
116,065
116,695
115,375
114,605
115,57
115,725
115,57
117,12
115,43
112,14
112,45
113,045
113,04
111,76
110,105
109,975
110,865
110,11
108,645
107,79
109,615
108,88
109,245
108,08
107,445
109,155
109,38
109,5
109,91
110,73
109,075
111,52
110,65
110,11
110,17
110,725
109,49
109,51
109,49
109,09
107,75
106,66
105,83
107,89
108,05
108,41
107,465
105,75
105,02
105,165
105,505
103,185
104,25
105,61
106,21
106,895
108,285
108,225
108,635
108,245
108,36
109,875
111,435
111,08
112,105
111,31
111,275
110,865
111,62
113,165
113,37
112,19
111,76
109,95
108,955
109,415
109
108,165
110,295
108,925
109,88
111,06
112,235
111,66
111,4
112,43
110,48
110,28
108,02
106,605
106,57
106,935
107,355
107,33
106,55
108,355
107,39
108,245
107,575
108,525
108,63
109,72
110,2
110,115
109,39
108,69
108,595
108,915
109,675
108,175
106,82
107,285
107,02
108,09
109,235
110,235
109,405
108,9
108,885
108,595
108,995
109,975
110,135
109,38
108,88
109,62
109,1
109,4
108,525
108,825
111,305
109,19
108,505
108,085
109,19
108,385
108,495
107,965
107,115
108,145
107,14
106,85
106,05
105,715
107,285
106,655
107,02
106,005
106,595
106,695
106,025
105,735
103,225
104,855
106,59
104,99
105,845
107,415
107,005
107,515
107,7
109,025
109,855
108,92
108,475
108,455
109,785
109,41
109,28
110
108,475
108,305
109,645
108,45
108,28
108,375
108,28
108,115
108,885
109,86
109,81
111,24
110,66
110,36
111,21
111,3
110,76
110,095
109,405
110,15
109,095
109,09
108,785
109,185
108,335
108,81
110,255
109,075
109,77
112,16
112,845
113,25
113,935
114,26
115,315
114,52
113,135
113,74
112,755
112,41
112,085
111,02
110,46
109,925
109,04
109,035
108,94
107,71
107,065
105,885
105,3
104,69
103,105
105,415
105,915
106,34
105,25
106,085
106,75
105,88
106,52
106,24
106,54
106,1
104,425
103,04
103,52
102,795
103,565
103,46
103,315
103,535
101,725
101,855
100,445
100,775
98,615
99,69
100,165
100,63
100,635
101,22
100,835
101,01
101,315
101,43
100,145
100,925
101,195
99,605
98,38
98,43
96,45
96,435
96,29
96,36
97,495
97,73
96,745
96,645
95,315
95,065
94,585
95,465
95,25
95,8
94,8
94,605
91,165
90,63
90,63
90,64
90,27
90,5
88,805
87,835
86,465
84,235
83,415
85,085
84,465
85,36
86,535
85,955
85,93
85,245
85,69
86,805
85,71
84,285
84,835
82,3
83
82,08
83,225
82,555
80,24
80,355
77,8
76,75
76,955
77,405
77,325
77,335
78,985
79,34
77,55
77,48
70,69
71,67
70,945
71,175
70,175
68,55
67,965
65,7
66,1
63,17
63,625
61,625
61
60,41
59,955
58,9
59,19
58,52
58,995
58,57
57,68
55,83
54,975
54,98
51,3
50,075
49,07
49,29
47,655
46,805
45,22
45,73
47,65
47,225
47,005
46,865
46,885
46,6
46,97
46,3
46,855
47,64
47,06
47,855
52,265
54,81
54,895
55,99
56,705
57,16
55,835
54
56,315
60,105
61,2
60,465
60,66
58,59
60,7
59,865
60,075
59,645
61,36
61,99
61,075
61,38
59,155
60,315
59,435
58,465
55,83
56,505
56,565
54,405
52,045
51,64
52,65
52,935
53,875
53,87
53,8
54,255
57,16
56,625
54,355
53,985
55,57
54,18
57,555
56,435
56,06
57,045
57,13
57,54
58,86
60,46
61,775
61,16
60,64
60,755
62,975
62,865
62,98
62,8
64,05
64,42
64,39
66,115
66,62
64,84
64,025
62,955
65,315
66,65
65,66
65,17
65,22
63,525
63,59
65,65
64,29
62,055
61,755
60,725
63,49
62,89
63,55
62,525
60,355
60,18
61,155
63,33
63,87
63,475
63,05
61,59
61,465
61,35
61,96
60,47
60,205
61,675
61,775
60,595
60,74
59,825
61,05
61,67
61,51
59,105
57,075
54,73
55,705
58,025
57,455
57,56
57,345
57,59
57,355
56,475
56,41
56,05
56,545
55,965
54,575
54,13
54,425
54,38
53,715
52,53
49,145
48,86
49,32
47,83
47,685
48,475
47,525
48,24
48,015
47,79
47,845
47,275
46,125
45,74
44,06
41,855
42,03
42,055
44,735
48,27
48,97
47,385
50,43
48,695
46,605
49,01
47,99
47,625
47,045
46,035
45,94
48,795
48,08
46,915
47,09
46,79
48,25
47,14
47,235
45,86
46,46
47,13
47,19
47,41
48,49
51,47
51,22
52,44
52,03
49,67
48,43
47,83
48,18
49,04
47,58
46,78
45,94
46,29
46,04
45,43
45,08
47,19
46,62
47,62
47,79
48,9
47,59
46,91
46,6
46,34
45,84
44,95
43,66
